,Country Name,Year,Adjusted savings: net national savings (current US$),Exports of goods and services (% of GDP),Final consumption expenditure (% of GDP),"Foreign direct investment, net outflows (% of GDP)",GDP growth (annual %),"GNI per capita, PPP (current international $)","Government expenditure on education, total (% of government expenditure)",Gross domestic savings (% of GDP),Imports of goods and services (% of GDP),Land area (sq. km),"Life expectancy at birth, total (years)","Population, total",Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Tax revenue (% of GDP),"Unemployment, total (% of total labor force) (modeled ILO estimate)"
560,Dominican Republic,2007,8188002809.0,26.76202201,80.07179567,1.331727269,7.415951715,9540.0,12.57787991,19.92820433,35.18520867,48310.0,71.371,9402206.0,6.1,14.88626837,5.16
566,Dominican Republic,2013,8654203394.0,25.16715873,83.62377216,-0.623143817,4.875205093,11760.0,21.70730591,16.37622784,31.51459739,48310.0,72.713,10157051.0,3.0,13.50353563,7.35
567,Dominican Republic,2014,10102291767.0,25.15139056,82.08070244,0.263173737,7.05046369,12680.0,21.54460335,17.91929756,30.34503269,48310.0,72.867,10282115.0,3.4,13.38644704,6.72
568,Dominican Republic,2015,12077154141.0,23.7615823,81.20576795,0.031476224,6.927018772,13960.0,22.31357002,18.79423205,28.40949542,48310.0,72.953,10405832.0,2.5,12.81184796,7.61
569,Dominican Republic,2016,13227235395.0,23.90937952,80.79502185,0.144508961,6.659200263,15230.0,19.55919075,19.20497815,27.67659173,48310.0,72.987,10527592.0,2.0,12.91086855,7.28
581,"Egypt, Arab Rep.",2008,28226798739.0,33.04299274,83.20491346,1.179352317,7.156283566,8460.0,11.01320553,16.79508654,38.63763261,995450.0,69.319,83844783.0,2.9,15.32052485,8.52
583,"Egypt, Arab Rep.",2010,25347321808.0,21.34924581,85.73678104,0.536798028,5.147234858,8850.0,11.33020687,14.26321896,26.58710426,995450.0,69.664,87252413.0,1.0,14.13007625,8.76
585,"Egypt, Arab Rep.",2012,22218764915.0,16.39696662,91.89108497,0.075631456,2.226199799,10260.0,10.92304325,8.10891503,24.31480265,995450.0,70.085,91240376.0,0.9,12.38490476,12.6
588,"Egypt, Arab Rep.",2015,14865757869.0,13.18384549,94.18961496,0.055166496,4.372019078,10700.0,12.0,5.81038504,21.66209747,995450.0,70.483,97723799.0,0.9,12.5192111,13.05
590,El Salvador,2007,1057790124.0,25.56703455,105.6869517,0.559613209,1.847602206,5760.0,13.75427341,-5.686951666,52.05402149,20720.0,71.108,6044131.0,5.1,16.74489691,6.41
591,El Salvador,2008,617389755.7,26.74058717,107.0121072,0.441599409,2.154402832,6000.0,13.09002113,-7.012107151,53.92538677,20720.0,71.424,6068099.0,7.7,17.06020329,5.88
592,El Salvador,2009,600864006.6,23.95120449,104.1141668,0.016816634,-2.108768036,5830.0,16.90505791,-4.114166764,42.11998668,20720.0,71.576,6091188.0,7.4,14.97703052,7.33
593,El Salvador,2010,1004714676.0,26.94666933,102.9723134,0.609308249,2.154195011,6020.0,15.47114754,-2.97231341,46.59061835,20720.0,71.848,6114034.0,6.3,15.81208071,4.89
594,El Salvador,2011,994373740.8,28.98177756,103.5231599,-0.472935031,3.773584906,6340.0,12.53421021,-3.523159884,50.29486614,20720.0,71.859,6137349.0,5.3,15.34403351,4.3
595,El Salvador,2012,742561546.4,28.57106118,102.7969504,-0.167837502,2.887700535,6350.0,16.00487137,-2.796950363,49.07751044,20720.0,71.831,6161289.0,4.6,16.18243583,3.84
596,El Salvador,2013,164255797.2,29.72489605,103.9820453,0.300453455,2.182952183,6650.0,14.03022003,-3.98204535,50.72629844,20720.0,71.771,6185642.0,3.6,17.05473522,3.69
597,El Salvador,2014,474853172.2,29.55287523,102.6014596,0.884545495,1.729399797,7000.0,15.58036518,-2.601459625,48.55155051,20720.0,71.746,6209526.0,3.4,16.7087952,4.15
598,El Salvador,2015,566689219.5,29.48617302,101.5709797,0.418938001,2.400000089,7350.0,17.21397018,-1.570979732,47.07409771,20720.0,71.814,6231066.0,2.3,16.75268491,4.0
599,El Salvador,2016,869487332.8,28.4585905,99.93439826,0.544062336,2.539062411,7750.0,16.16272926,0.065601744,44.36050287,20720.0,72.025,6250510.0,2.6,17.35477562,4.42
620,Estonia,2007,2649912859.0,62.59857277,68.30521834,10.63488556,7.57914052,20480.0,17.01323509,31.69478166,71.38902848,42390.0,72.81463415,1340680.0,0.4,20.22298918,4.59
621,Estonia,2008,2070275867.0,66.39225243,71.74811097,5.298892067,-5.132000958,21610.0,16.42277908,28.25188903,70.29679871,42390.0,73.77073171,1337090.0,0.4,19.30206792,5.45
622,Estonia,2009,1163107086.0,60.8643762,73.87619857,6.942298738,-14.62905503,19850.0,15.28184414,26.12380143,55.90037147,42390.0,74.82439024,1334515.0,0.6,21.52102314,13.55
623,Estonia,2010,1216817559.0,75.04931619,71.9909426,6.358611311,2.444265118,20450.0,16.17285538,28.0090574,68.62890789,42390.0,75.42926829,1331475.0,0.8,19.82395754,16.71
624,Estonia,2011,2563254690.0,86.60379142,68.61757714,-5.906994295,7.263084581,23300.0,16.25656891,31.38242286,80.78818842,42390.0,76.22926829,1327439.0,1.0,19.24387321,12.33
625,Estonia,2012,2661615210.0,86.20779227,68.98815305,5.566950592,3.228200494,24920.0,15.61931038,31.01184695,84.55213415,42390.0,76.32682927,1322696.0,0.7,19.95207595,10.02
626,Estonia,2013,2771272645.0,84.5681702,70.08808836,3.389268839,1.458428636,26800.0,15.38186264,29.91191164,81.88466433,43470.0,77.14146341,1317997.0,0.9,20.1672231,8.63
627,Estonia,2014,3138906979.0,81.86543288,69.3598875,4.264833564,3.011366587,28120.0,14.6169796,30.6401125,78.37604185,43470.0,77.03414634,1314545.0,0.8,20.74737186,7.35
628,Estonia,2015,2333613411.0,77.43549844,70.97194553,-2.512447988,1.853020046,28530.0,14.97884846,29.02805447,73.50169126,43470.0,77.5902439,1315407.0,0.6,21.64006429,6.19
629,Estonia,2016,2468964193.0,77.00753774,71.19029829,1.516369171,3.155564814,30620.0,14.36475658,28.80970171,73.40115901,43470.0,77.64146341,1315790.0,0.5,21.77469007,6.76
661,Fiji,2008,35865628.45,57.12477872,93.32501854,-0.249130089,1.03279422,7160.0,17.36972046,6.67498146,73.87306926,18270.0,66.935,896731.0,1.0,22.71362931,4.186
666,Fiji,2013,330344075.8,56.87342832,84.96808119,0.107125713,4.73421949,8860.0,14.30039024,15.03191881,69.47495841,18270.0,67.428,913453.0,0.4,23.47566275,4.359
670,Finland,2007,32457076486.0,43.8259066,69.34228532,6.443415209,5.299336507,37960.0,12.41471386,30.65771468,39.03149589,304090.0,79.26341463,5288720.0,0.1,21.06515139,6.85
671,Finland,2008,29545792845.0,44.90000772,70.88667542,10.55525636,0.783995061,40150.0,12.19075775,29.11332458,41.28432811,303900.0,79.56829268,5313399.0,0.1,20.49108177,6.37
672,Finland,2009,10978698570.0,36.08092568,76.21308742,-1.540557391,-8.074447432,38440.0,11.99967384,23.78691258,34.04237759,303900.0,79.7195122,5338871.0,0.1,18.88284263,8.25
673,Finland,2010,12579371944.0,38.41439756,76.31641889,6.008658756,3.185958654,39450.0,12.13768482,23.68358111,37.05000983,303900.0,79.87073171,5363352.0,0.1,18.60127669,8.39
674,Finland,2011,11980109152.0,38.90039293,76.52350024,-1.288380695,2.547664838,41070.0,11.97931862,23.47649976,39.67918868,303890.0,80.47073171,5388272.0,0.0,20.01787897,7.78
675,Finland,2012,6005117267.0,38.80827907,78.13934748,3.242519607,-1.397545728,41060.0,11.55808258,21.86065252,40.36222188,303890.0,80.62682927,5413971.0,0.1,20.13559693,7.69
676,Finland,2013,3043574057.0,38.01762912,78.71975959,-2.63790057,-0.901696316,41660.0,11.20705986,21.28024041,39.07625746,303890.0,80.97560976,5438972.0,0.1,20.64349724,8.19
677,Finland,2014,4243876437.0,36.48143762,79.02869544,0.152260508,-0.364908157,42180.0,11.07443428,20.97130456,37.63128513,303890.0,81.1804878,5461512.0,0.1,20.63152197,8.66
678,Finland,2015,4573563447.0,35.40695887,78.85564255,-0.322369582,0.543659212,42920.0,10.97220707,21.14435745,35.97558956,303910.0,81.4804878,5479531.0,0.1,20.47070511,9.38
679,Finland,2016,6158788001.0,34.81045247,78.00274,8.56166984,2.811457767,45140.0,10.87608814,21.99726,36.08804789,303910.0,81.42926829,5495303.0,0.0,20.81344992,8.82
680,France,2007,190745000000.0,27.85325751,76.54942927,4.969835146,2.424736243,34800.0,10.09424782,23.45057073,28.56749907,547557.0,81.11219512,64021737.0,0.0,22.12201755,8.01
681,France,2008,183914000000.0,28.11938486,77.0284785,4.641130841,0.25494596,35860.0,10.11413097,22.9715215,29.27769803,547557.0,81.21463415,64379696.0,0.0,22.00523996,7.39
682,France,2009,84014908340.0,24.83554721,79.45824825,3.284788888,-2.873313828,35470.0,9.922377586,20.54175175,25.62690364,547557.0,81.41463415,64710879.0,0.0,20.70142768,9.12
683,France,2010,88340486392.0,26.78829984,79.34494702,2.743114524,1.949437623,36730.0,9.921668053,20.65505298,28.07949124,547557.0,81.66341463,65030575.0,0.1,21.95265949,9.28
684,France,2011,122594000000.0,28.42133748,78.72704068,2.250604786,2.192700633,38430.0,9.737814903,21.27295932,30.36923895,547557.0,82.11463415,65345233.0,0.0,21.81649646,9.23
685,France,2012,92051011272.0,29.20302719,78.66937252,1.938194406,0.313134751,38500.0,9.612243652,21.33062748,30.49903198,547557.0,81.96829268,65662240.0,0.1,22.53074008,9.84
686,France,2013,94737256016.0,29.36473787,78.74738627,0.626465435,0.576326675,40410.0,9.598536491,21.25261373,30.39931721,547557.0,82.2195122,66002289.0,0.1,23.21091787,9.91
687,France,2014,98844075196.0,29.6666845,78.43559645,1.859043151,0.956183052,41010.0,9.594199181,21.56440355,30.81211202,547557.0,82.7195122,66312067.0,0.0,23.16141532,10.27
688,France,2015,107991000000.0,30.59262238,77.85412512,2.100319835,1.112912341,41730.0,9.590435028,22.14587488,31.15907156,547557.0,82.32195122,66548272.0,0.1,23.19771546,10.35
689,France,2016,101040000000.0,30.24753718,77.99567527,3.018437123,1.095464404,43830.0,9.541593552,22.00432473,30.8526052,547557.0,82.57317073,66724104.0,0.1,23.0648275,10.06
720,Georgia,2007,-170415708.1,30.81829844,96.10916923,1.978458283,12.57895343,6850.0,9.313008308,3.890830774,57.57511563,69490.0,71.568,3860158.0,14.2,20.95528958,13.28
721,Georgia,2008,-1209705711.0,28.26331986,104.8896718,1.356774999,2.418571659,7110.0,8.878415108,-4.889671768,58.03490451,69490.0,71.332,3848449.0,12.4,24.22450445,17.87
722,Georgia,2009,-1319191886.0,29.54520182,107.9239408,-0.227548107,-3.650513631,6960.0,8.733519554,-7.923940843,48.64783721,69490.0,71.95,3814419.0,12.1,23.5093962,20.71
723,Georgia,2010,-327695597.7,32.95450379,96.46497049,1.555360882,6.232310183,7430.0,8.995471001,3.535029512,49.94455035,69490.0,72.128,3786695.0,14.4,21.42739304,20.2
724,Georgia,2011,-384030200.5,34.68779804,95.96761216,1.209549233,7.360661618,8120.0,9.265166283,4.032387838,52.85905482,69490.0,72.39,3756441.0,13.4,23.21311527,19.63
725,Georgia,2012,223641590.7,36.51629063,93.03383002,1.315567011,6.416776679,9720.0,9.820213318,6.966169984,55.42598789,69490.0,72.412,3728874.0,10.7,23.65640368,19.65
726,Georgia,2013,385872955.9,41.7219539,91.16709975,0.740498176,3.615553719,10420.0,12.01122379,8.832900245,53.88013192,69490.0,72.628,3717668.0,8.1,22.48304661,19.42
727,Georgia,2014,377201446.9,39.93445573,91.50044981,2.306365424,4.441548404,11420.0,12.50749397,8.499550186,56.84038041,69490.0,73.099,3719414.0,6.1,22.47686673,17.44
728,Georgia,2015,21632685.29,40.86223663,90.74966848,2.111184688,3.026576617,11820.0,14.10989475,9.250331516,57.90658612,69490.0,73.297,3725276.0,4.9,22.75143657,16.51
729,Georgia,2016,454762982.9,40.79975444,85.07422703,2.727501635,2.90643878,12260.0,15.01032257,14.92577297,56.02606318,69490.0,73.569,3727505.0,4.9,23.50346021,16.6
730,Germany,2007,388238000000.0,43.3227581,71.84897282,4.105978609,2.976455131,36820.0,9.044315338,28.15102718,36.5516593,348670.0,79.53414634,82266372.0,0.0,11.33404013,8.66
731,Germany,2008,368287000000.0,43.79919026,72.4802375,2.617296561,0.959879134,38160.0,8.92984581,27.5197625,37.72561447,348630.0,79.73658537,82110097.0,0.0,11.47230109,7.52
732,Germany,2009,201802000000.0,38.11990694,76.43243531,2.923781831,-5.693836336,37640.0,9.018068314,23.56756469,33.10880596,348610.0,79.83658537,81902307.0,0.0,11.61493705,7.74
733,Germany,2010,263799000000.0,42.56547341,74.67189206,4.313451553,4.179882499,39730.0,9.113441467,25.32810794,37.30315083,348570.0,79.98780488,81776930.0,0.0,11.19029793,6.97
734,Germany,2011,377608000000.0,45.05713628,73.45661504,2.878087143,3.925192705,43630.0,9.511645317,26.54338496,40.14898499,348560.0,80.43658537,80274983.0,0.0,11.48138523,5.82
735,Germany,2012,308897000000.0,46.30712014,74.18382623,2.809136341,0.418497594,44400.0,9.517230034,25.81617377,40.20693474,348540.0,80.53902439,80425823.0,0.0,11.62298611,5.38
736,Germany,2013,315404000000.0,45.41867786,74.18777456,2.498612666,0.437591303,46040.0,9.709711075,25.81222544,39.66019884,348880.0,80.4902439,80645605.0,0.0,11.61150337,5.23
737,Germany,2014,375563000000.0,45.61926331,73.0112761,2.762892358,2.209543431,47950.0,9.748104095,26.9887239,39.00083008,348900.0,81.0902439,80982500.0,0.0,11.4825632,4.98
738,Germany,2015,348979000000.0,46.92073836,72.66180465,3.897594188,1.491931528,48690.0,9.638143539,27.33819535,39.32548626,348860.0,80.64146341,81686611.0,0.0,11.47872896,4.62
739,Germany,2016,371387000000.0,46.07326285,72.65569074,3.225483325,2.229999868,51830.0,9.477829933,27.34430926,38.69638311,349360.0,80.9902439,82348669.0,0.0,11.29612025,4.12
745,Ghana,2012,-1279152878.0,40.35921817,95.48187666,0.002641035,9.292789406,4690.0,26.58139038,4.518123342,52.80881695,227540.0,62.081,26858762.0,25.7,15.36818101,3.102
749,Ghana,2016,5927378840.0,31.19323949,80.03486661,0.026110594,3.37346575,4620.0,22.09332085,19.96513339,36.6837607,227540.0,63.89,29554303.0,25.2,11.05832931,5.295
760,Greece,2007,-5379052293.0,22.52026973,85.35273658,1.649580353,3.273746876,28570.0,7.636775494,14.64726342,35.00410429,128900.0,79.43902439,11048473.0,0.5,20.24284251,8.35
761,Greece,2008,-17533208778.0,23.36156903,88.09528511,0.901368174,-0.335172543,29940.0,7.426870346,11.90471489,35.9681465,128900.0,79.93902439,11077841.0,0.3,20.21361261,7.66
762,Greece,2009,-32914883196.0,18.98218682,91.44157615,0.736948221,-4.300733487,29680.0,7.636618614,8.558423851,28.76165978,128900.0,80.18780488,11107017.0,0.6,19.7756802,9.55
763,Greece,2010,-27666007101.0,21.79810215,89.61482265,0.571025585,-5.477808049,27290.0,7.824027061,10.38517735,29.39918357,128900.0,80.38780488,11121341.0,1.0,20.38603357,12.72
764,Greece,2011,-36482954161.0,25.48977484,91.82378943,0.642610519,-10.14931483,24960.0,8.200703621,8.176210565,31.34418993,128900.0,80.73170732,11104899.0,1.1,22.47769443,17.97
765,Greece,2012,-24795952701.0,28.74257947,92.47819558,0.280255554,-7.086696786,25120.0,8.087697983,7.521804417,33.31870533,128900.0,80.63414634,11045011.0,1.5,24.26841791,24.73
766,Greece,2013,-18025917092.0,30.20720698,90.51814171,-0.291956606,-2.515997222,25990.0,7.169329643,9.481858291,32.66929458,128900.0,81.28536585,10965211.0,1.0,24.12327296,27.69
767,Greece,2014,-15333902654.0,32.48559818,89.66285039,1.281021563,0.475695947,26800.0,8.53313446,10.33714961,34.04072941,128900.0,81.38536585,10892413.0,1.5,24.86966867,26.71
768,Greece,2015,-11751243945.0,32.12716124,88.94639413,0.808756315,-0.19608763,26740.0,7.683336735,11.05360587,33.15053123,128900.0,81.03658537,10820883.0,1.4,24.88137603,24.98
769,Greece,2016,-11094432635.0,31.28745626,88.60739398,-0.912948755,-0.487173294,27380.0,8.05513382,11.39260602,32.73174172,128900.0,81.38780488,10775971.0,1.0,26.66965802,23.51
807,Guatemala,2014,219636190.8,21.74436292,96.52339108,0.034247265,4.443977583,7560.0,17.1296463,3.476608923,33.33891636,107160.0,71.964,15306316.0,9.5,10.77781592,2.72
856,Honduras,2013,1339038559.0,47.94149032,98.66276942,0.418511672,2.791559757,3780.0,19.86407089,1.337230579,68.36455893,111890.0,71.963,8960657.0,14.6,15.06324191,5.65
857,Honduras,2014,1846704537.0,47.56265473,95.6659556,1.97386982,3.058080562,4020.0,25.65361977,4.334044403,65.41244255,111890.0,72.259,9127846.0,13.3,16.54263824,7.08
858,Honduras,2015,3038470115.0,45.16675746,91.81290741,1.74024371,3.840079971,4410.0,24.64455986,8.187092587,62.0976479,111890.0,72.487,9294505.0,13.0,17.34447206,6.15
870,Hungary,2007,1025173506.0,77.81956482,75.03691841,48.7056146,0.277372772,17650.0,11.05704594,24.96308159,77.67868554,89610.0,73.15121951,10055780.0,0.1,21.38212963,7.41
871,Hungary,2008,2392554851.0,79.18091868,74.89863465,46.51845031,1.003943029,19360.0,10.86712456,25.10136535,79.14437916,89610.0,73.70243902,10038188.0,0.0,23.25921477,7.82
872,Hungary,2009,2531294099.0,74.22425347,75.49274199,-2.872043489,-6.597867219,19820.0,10.61416245,24.50725801,70.77564397,90530.0,73.90487805,10022650.0,0.1,23.2942656,10.03
873,Hungary,2010,3723657364.0,81.10730424,74.06598551,-18.69257602,1.076254043,20720.0,11.23140526,25.93401449,76.35760956,90530.0,74.20731707,10000023.0,0.1,22.58762595,11.17
874,Hungary,2011,4366567575.0,86.07769684,73.48383756,6.185148434,1.866837475,21910.0,10.29437447,26.51616244,80.35548631,90530.0,74.85853659,9971727.0,0.1,21.0415078,11.03
875,Hungary,2012,3652189098.0,85.87940096,73.72912391,6.16266809,-1.250226023,22280.0,9.522100449,26.27087609,79.76926699,90530.0,75.06341463,9920362.0,0.3,22.86779799,11.0
876,Hungary,2013,9074820852.0,85.41082251,71.90461501,-2.8484003,1.802522101,23830.0,9.414786339,28.09538499,78.93528785,90530.0,75.56585366,9893082.0,0.2,22.86798623,10.18
877,Hungary,2014,10669442005.0,87.12346676,70.09215476,6.552011463,4.232209806,24530.0,10.39120007,29.90784524,81.27112978,91260.0,75.76341463,9866468.0,0.7,23.01842233,7.73
878,Hungary,2015,10989955336.0,87.52645093,68.75523395,-6.516565462,3.707315979,25520.0,10.3242197,31.24476605,79.7939941,91260.0,75.56829268,9843028.0,0.6,23.23512801,6.81
879,Hungary,2016,11816441220.0,86.40473829,70.04588879,51.86033352,2.201001893,27190.0,10.60550213,29.95411121,77.99918943,91260.0,76.06341463,9814023.0,1.3,23.06745669,5.11
880,Iceland,2007,26116182.98,32.84010136,79.41584408,47.18448682,8.454860096,38800.0,16.61261177,20.58415592,41.8308122,100250.0,81.45365854,311566.0,0.1,25.95849178,2.25
881,Iceland,2008,-2669714624.0,40.3004024,76.06586744,-20.90882823,2.209496419,34050.0,11.85544682,23.93413256,42.3876243,100250.0,81.6097561,317414.0,0.1,22.79777458,2.95
882,Iceland,2009,-2066340540.0,48.71980508,76.63204612,17.27283593,-7.66380956,33590.0,14.10290718,23.36795388,40.67493813,100250.0,81.75121951,318499.0,0.1,19.93353865,7.22
883,Iceland,2010,-1950072133.0,51.74623384,76.24479883,-18.11970309,-2.832774915,32160.0,14.68791294,23.75520117,41.90016434,100250.0,81.89756098,318041.0,0.1,20.22643799,7.56
884,Iceland,2011,-1558919845.0,54.54553626,76.73446669,0.158011965,1.845779156,34550.0,14.07245159,23.26553331,46.86316549,100250.0,82.35853659,319014.0,0.1,20.58217743,7.03
885,Iceland,2012,-1270001293.0,54.92605472,78.21751011,-21.72611067,1.063636607,36690.0,14.55964661,21.78248989,49.15942075,100250.0,82.91707317,320716.0,0.0,21.50330708,6.0
886,Iceland,2013,152937625.3,53.24775151,76.82437866,3.268927421,4.55246032,42100.0,15.50009155,23.17562134,45.54177209,100250.0,82.06097561,323764.0,0.0,21.6567855,5.38
887,Iceland,2014,356022800.4,51.51909795,76.4037384,0.119515771,1.687215018,43500.0,15.1298275,23.5962616,45.14649394,100250.0,82.86097561,327386.0,0.0,24.49195998,4.9
888,Iceland,2015,880225826.8,51.65172145,73.11113633,2.572210319,4.436663719,46470.0,15.61505795,26.88886367,44.16648646,100250.0,82.46829268,330815.0,0.0,22.68944412,3.98
889,Iceland,2016,1610354903.0,47.48403629,72.28106084,-8.704835324,6.303687107,50990.0,14.39814854,27.71893916,40.84898734,100250.0,82.20487805,335439.0,0.0,37.61284979,2.98
892,India,2009,337078000000.0,20.40051937,67.41955589,1.199472947,7.861888832,3870.0,11.19120026,32.58044411,25.87235027,2973190.0,66.513,1223640160.0,33.5,9.809725406,8.383
894,India,2011,449079000000.0,24.54041132,67.29168017,0.691587283,5.241315002,4430.0,13.56490993,32.70831983,31.08346869,2973190.0,67.359,1257621191.0,22.9,10.1773872,8.215
898,India,2015,461263000000.0,19.81318916,69.43557179,0.357212266,7.99625379,5350.0,16.33423042,30.56442821,22.10972471,2973190.0,69.636,1322866505.0,18.8,10.56970905,7.891
899,India,2016,470242000000.0,19.15823491,69.60382931,0.21994507,8.256305499,5710.0,17.15530205,30.39617069,20.9242508,2973190.0,70.117,1338636340.0,18.1,11.14773842,7.808
901,Indonesia,2008,51693056544.0,29.80828417,69.04503365,1.156291483,6.013703599,7370.0,11.451334,30.95496635,28.75311546,1877519.0,68.226,237936543.0,24.7,13.31061783,7.21
902,Indonesia,2009,57883019973.0,24.15911967,68.29193446,0.416828151,4.628871183,7660.0,16.16484261,31.70806554,21.3530017,1877519.0,68.494,240981299.0,21.0,11.05778652,6.11
903,Indonesia,2010,109314000000.0,24.29903094,65.22309079,0.554325078,6.22385418,8210.0,18.01392365,34.77690921,22.40224294,1877519.0,68.679,244016173.0,18.3,10.53748506,5.61
904,Indonesia,2011,134380000000.0,26.32735309,64.48203372,1.01196597,6.169784208,8770.0,18.54828453,35.51796628,23.8526601,1877519.0,68.823,247099697.0,15.7,11.15812785,5.15
905,Indonesia,2012,123778000000.0,24.59437879,65.63803486,0.815426294,6.030050653,9370.0,16.96810913,34.36196514,24.98851951,1877519.0,68.973,250222695.0,13.7,11.38058994,4.47
906,Indonesia,2013,116215000000.0,23.92357638,66.34718232,1.217686934,5.557263689,9710.0,16.3005867,33.65281768,24.7137963,1877519.0,69.264,253275918.0,11.2,11.28530146,4.34
907,Indonesia,2014,107760000000.0,23.6659846,66.5641423,1.16607114,5.006668426,9890.0,16.45954704,33.4358577,24.41419099,1877519.0,69.533,256229761.0,9.3,10.83552375,4.05
908,Indonesia,2015,104257000000.0,21.16017926,67.19943167,1.054144746,4.8763223,9880.0,16.713871,32.80056833,20.77746098,1877519.0,69.699,259091970.0,8.3,10.75348778,4.51
909,Indonesia,2016,125879000000.0,19.08899385,67.3546109,-1.244176833,5.033069183,10150.0,21.07878494,32.6453891,18.33234795,1877519.0,69.798,261850182.0,7.5,10.3363487,4.3
930,Ireland,2007,27569953546.0,80.83679518,62.03710037,20.70646347,5.310118221,40450.0,12.13832664,37.96289963,72.56006864,68890.0,79.64146341,4398942.0,0.1,25.93716835,4.98
931,Ireland,2008,14069809388.0,84.33328243,67.03399796,21.12934656,-4.484070646,38230.0,11.32608795,32.96600204,75.70616173,68890.0,80.09512195,4489544.0,0.2,23.81094122,6.77
932,Ireland,2009,2898806137.0,93.55616889,67.31621944,23.0563519,-5.095783185,34640.0,10.19272709,32.68378056,80.03532545,68890.0,80.1902439,4535375.0,0.5,22.06237631,12.61
950,Israel,2007,18936879451.0,39.3715408,76.69827939,4.675034399,6.033213571,28140.0,15.39008427,23.30172061,40.24311343,21640.0,80.50487805,7180100.0,0.5,25.30063277,9.38
951,Israel,2008,17413753803.0,37.76899338,77.57056405,3.269017901,3.251163361,27460.0,15.61715698,22.42943595,38.32872968,21640.0,80.95121951,7308800.0,0.5,23.28203305,7.7
952,Israel,2009,16629320008.0,32.54196822,76.8745901,0.826107308,0.883120394,27320.0,15.57397556,23.1254099,30.05579433,21640.0,81.40487805,7485600.0,0.5,21.39001073,9.53
953,Israel,2010,21918049932.0,34.15857617,77.00693024,3.332465022,5.668515118,28830.0,16.43940926,22.99306976,32.28174736,21640.0,81.60243902,7623600.0,0.5,22.08482283,8.48
954,Israel,2011,25960117025.0,34.75932583,77.05336599,2.774035218,5.561139076,30820.0,16.4648304,22.94663401,34.89707759,21640.0,81.65609756,7765800.0,0.2,22.30298787,7.14
955,Israel,2012,22686596471.0,35.3135369,76.55970479,0.867614634,2.587653844,31580.0,17.05217171,23.44029521,35.42222357,21640.0,81.70487805,7910500.0,0.5,21.71224851,6.76
956,Israel,2013,30727893228.0,33.23677544,76.01309081,1.295860006,4.415501587,34040.0,17.26696205,23.98690919,31.40743303,21640.0,82.05609756,8059500.0,0.5,22.55825393,6.14
957,Israel,2014,38161905084.0,31.87348912,75.69286374,1.439728663,3.919126893,34510.0,17.86891174,24.30713626,30.29022964,21640.0,82.15365854,8215700.0,0.5,22.85480772,5.79
958,Israel,2015,37537937233.0,31.17124903,74.81566145,3.614991395,2.485826289,35480.0,18.11240959,25.18433855,28.04105109,21640.0,82.05121951,8380100.0,0.5,23.0671009,5.18
959,Israel,2016,39152913942.0,29.95495989,74.99105409,4.526008602,4.521680309,37730.0,18.06420326,25.00894591,28.08902666,21640.0,82.40731707,8546000.0,0.2,23.04225859,4.72
960,Italy,2007,109559000000.0,27.36104225,78.09333161,5.421951121,1.48707298,34180.0,9.450937271,21.90666839,27.70041338,295718.0,81.43414634,58438310.0,0.7,23.76334792,6.08
961,Italy,2008,62128176325.0,26.86277469,78.98881199,2.810849825,-0.962012841,35200.0,8.963028908,21.01118801,27.6301011,295718.0,81.48536585,58826731.0,0.7,23.48996403,6.72
962,Italy,2009,5712046686.0,22.39916173,81.11168898,0.834989649,-5.280937208,34580.0,8.864780426,18.88831102,23.01960005,295718.0,81.63658537,59095365.0,0.9,23.74294495,7.75
963,Italy,2010,-5598113459.0,25.07404985,81.2782873,1.438503987,1.713295839,35080.0,8.706913948,18.7217127,26.93213852,295718.0,82.03658537,59277417.0,1.3,23.68062299,8.36
964,Italy,2011,-649903220.9,26.87246347,80.93250074,2.26025359,0.707333347,36510.0,8.25843811,19.06749926,28.27305899,295718.0,82.18780488,59379449.0,1.2,23.64758929,8.36
965,Italy,2012,-14830560950.0,28.37924284,81.1067223,0.325677283,-2.980905768,36440.0,8.018429756,18.8932777,27.27547801,295718.0,82.23902439,59539717.0,1.2,24.94682979,10.65
966,Italy,2013,-6116859006.0,28.63324308,80.70869948,0.946610041,-1.841065451,36250.0,8.021048546,19.29130052,26.23433632,295718.0,82.6902439,60233948.0,1.4,25.13890393,12.15
967,Italy,2014,14310507974.0,29.10882819,80.14526311,0.947093888,-0.004547542,36200.0,7.942351341,19.85473689,26.21328696,295718.0,83.0902439,60789140.0,1.2,24.84107219,12.68
968,Italy,2015,7514178346.0,29.71598237,79.87895044,0.839812878,0.778304351,36640.0,7.943844795,20.12104956,26.70219379,295718.0,82.54390244,60730582.0,1.9,24.73952717,11.9
969,Italy,2016,46307028549.0,29.32789075,79.15079301,0.72770998,1.293462732,40040.0,7.862373352,20.84920699,26.03971207,295718.0,83.24390244,60627498.0,1.6,25.07030955,11.69
1003,Kazakhstan,2010,24619937935.0,44.2441795,56.19282688,2.560585451,7.300000003,16710.0,16.93131638,43.80717312,29.8940864,2699700.0,68.45,16321872.0,0.2,15.71238046,5.77
1004,Kazakhstan,2011,38692615090.0,46.46466279,52.66706456,2.687920709,7.400000001,17790.0,18.1045742,47.33293544,26.65319426,2699700.0,68.69,16557202.0,0.1,18.25783421,5.39
